beach (1),Image0.jpg,"[0.9875506538907981, 0.14211893259357306, 0.05455286476089144, 0.03962196290821897, 0.0, 0.089644926509602, 0.200080580205854, 0.968096248667925, 0.12133096014895747, 0.0, 0.264380287875488, 0.054915354561465006, 0.009686660685245154, 0.9453962332693587, 0.18226216815658644, 0.9814735611217099, 0.17517580207563022, 0.043666919480419064, 0.06386485460008927, 0.00612924760706973, 0.09691326920245329, 0.24252151437950287, 0.9495153636010322, 0.1737691951382619, 0.003996801491890809, 0.26377206018769156, 0.10829236797390034, 0.008131701277462553, 0.9220880112030373, 0.26150456656224524, 0.8344179147169183, 0.21032924286189325, 0.09934641692142782, 0.28589691091833114, 0.40975797608935205, 0.25511316569805154, 0.19034743744719643, 0.7372355258828766, 0.4212051036674062, 0.4216102059551363, 0.33564393731371417, 0.09358200615047635, 0.008899983635779766, 0.6330443805885331, 0.6912026894956088, 0.9912366882317062, 0.13147030310462343, 0.012860299569508618, 0.0, 0.0, 0.12322226200730911, 0.9897031295007906, 0.07273205909022154, 0.003746622831303317, 0.0, 0.15220241087090053, 0.9870195782862481, 0.011375411895103786, 0.049973775211999485, 0.0, 0.8371588199150766, 0.44166291239287975, 0.2953741737532508, 0.12851895950487402, 0.01832911842955351, 0.04854300140312504, 0.8671066732563034, 0.4650770447682534, 0.1715186049577085, 0.007369178526257536, 0.05575923149887026, 0.8745705696518854, 0.461370284327394, 0.12760134429748518, 0.05359649684976034, 0.17085616228624512, 0.5523277790376473, 0.5069309752811284, 0.6279891186318456, 0.11997020251995097, 0.08274479013726205, 0.21226546705985658, 0.8512232649261069, 0.47261181513096595, 0.012397445146243304, 0.1742122773622099, 0.2864747208076866, 0.8573476316772475, 0.3899119085834611, 0.022495749746299764, 0.029599780496352025, 0.25442941757081716, 0.7759003330978537, 0.5700746130666986, 0.0859251599046277, 0.0, 0.19361093245143146, 0.9155362696994739, 0.352381472645101, 0.01163801686411496, 0.0, 0.8986180942245008, 0.3755155664135207, 0.22687789692576657, 0.0, 6.189349430327465e-05, 0.005353787257233257, 0.20093722925558113, 0.9781338372218009, 0.05338313883657438, 0.008861268867576984, 0.014909916558755813, 0.9800926286401616, 0.19760932007081233, 0.008256404098459102, 0.014392622048394046, 0.9431587780165052, 0.28428080748658413, 0.17154449522545337, 0.001131606647539581, 0.0, 0.002004349782636041, 0.03566563583808249, 0.9874370252692259, 0.1539222730136089, 0.003544144452185283, 0.008453656029392766, 0.9917503889602737, 0.12285399088763577, 0.03541239415749066, 0.0055688368435644845, 0.997292791148991, 0.04870654313923564, 0.0547740817896865, 0.00188398460379296]"
beach (10),Image0.jpg,"[0.0, 0.0, 0.8236619391637918, 0.5670807049686686, 0.0006957191816570588, 0.0, 0.0, 0.0, 0.9999098576729771, 0.01342670951524393, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9044790671497054, 0.4265180149630242, 0.0, 0.0, 0.0, 0.0, 0.9998848508275986, 0.015175146967029693, 0.0, 0.0, 0.00017503062767921826, 0.9999999846821395, 0.0, 0.0, 0.0, 0.899662644638559, 0.43658576000821836, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.001326756786553805, 0.9999991198578274, 0.0, 0.0, 0.3509089817520414, 0.7508738211565524, 0.559186377384402, 0.019025944791582854, 0.0, 0.09994448139213301, 0.8158604320850933, 0.5695461249157784, 0.00025998192855627316, 0.0, 0.085098166567407, 0.8790371875360825, 0.46909692492652316, 0.0, 0.008580828990472016, 0.6688303440764394, 0.5719833997920165, 0.47479149755822797, 0.000603676411389991, 0.0, 0.09587562023871689, 0.8841822707052496, 0.4571753259804079, 0.004505433281894591, 0.0, 0.057383824274179276, 0.945725113138837, 0.3198610746718085, 0.0, 0.07274709171228214, 0.8233573380068633, 0.5101749431777165, 0.23772269969708468, 0.0, 0.0, 0.48100257696008564, 0.8166778755847262, 0.3188632441787158, 0.0, 0.0, 0.2209800035365859, 0.9726283792024047, 0.07184618296801526, 0.0, 0.0008577745771039589, 0.9879275729365329, 0.15491408862497497, 0.0, 0.0, 0.0016470261517674285, 0.8931923659370586, 0.44967175221111544, 0.0, 0.0, 0.1584639423280046, 0.8362382724962142, 0.524971171203157, 0.0, 0.0, 0.007398333375050271, 0.9900392812235542, 0.14059678925432073, 0.0001707307701934678, 0.0, 0.00024561983296354496, 0.6128565717916109, 0.7901940911912905, 0.00024561983296354496, 0.0, 0.004060441307464386, 0.5844935254486234, 0.8113881854053834, 0.0002100228262481579, 0.0, 0.047257054660139505, 0.9778953326486345, 0.20368466537195368, 0.000215084123940817, 0.0, 0.0009471396624138766, 0.6086249312178059, 0.7934574823755361, 0.00014031698702427801, 0.0, 0.00022429540189827717, 0.34102513748619484, 0.9400540715559508, 0.00038450640325418943, 0.0]"
beach (11),Image0.jpg,"[0.0, 0.0, 0.3199894861416736, 0.9474210936847394, 0.0, 0.0, 0.0, 0.36545484203275946, 0.9308290704714862, 0.0, 0.0, 0.0, 0.52534271056022, 0.8508907312112647, 0.0, 0.0, 0.0, 0.23394088114978406, 0.9722508236699327, 0.0, 0.0, 0.0, 0.13876522645226097, 0.9903253061129219, 0.0, 0.0, 0.0, 0.16851529244475566, 0.9856990393686392, 0.0, 0.0, 0.0, 0.1779599441203146, 0.9840377321468392, 0.0, 0.0, 0.0, 0.13599303094713602, 0.9907097938012983, 0.0, 0.0, 0.0, 0.07922663003160248, 0.9968566301599422, 0.0, 5.518983377660344e-05, 0.10966219971411104, 0.9939689063166279, 0.00011037966755320688, 0.0, 3.8100649663409296e-05, 0.18608357295609101, 0.8565407050831044, 0.48136360784751303, 0.0, 0.0, 0.25042116438719586, 0.9673291494936554, 0.039541838182388905, 0.0, 0.0, 0.14769350372532192, 0.9883562494234822, 0.03658624308241401, 0.0, 0.0, 0.010460964691509849, 0.9687282786759474, 0.2479033890677158, 0.0, 0.0, 0.004228712885137797, 0.9900012857198778, 0.14099493700244684, 0.0, 0.0, 0.27602534517869637, 0.9459146769643082, 0.17045139972408266, 0.0013240296789687532, 0.0, 0.06759802836516385, 0.9928098076787573, 0.09878819925749502, 0.00028987147669452763, 0.0, 0.023751131384589213, 0.9921365889404304, 0.12288505026918758, 0.00037022147242165437, 0.002625047557551951, 0.030188046911847434, 0.9993818556356032, 0.017824072915777745, 0.0, 0.0003629517207330219, 0.02281011967991376, 0.9948506665292131, 0.09875078740251526, 0.0, 0.0, 0.0167586930221944, 0.9996326907495616, 0.0212985866427579, 0.0, 0.0013598829819125523, 0.15716775229253158, 0.9875065143122428, 0.011284135381827562, 2.8933680466224518e-05, 0.0002149620694825404, 0.039338058715304894, 0.9985525532637708, 0.03667790310545846, 2.687025868531755e-05, 5.220133983811604e-05, 0.024847837762943234, 0.9994990538804078, 0.01960160310921257, 2.610066991905802e-05, 0.0005092054462789137, 0.13437365943471333, 0.990913798458766, 0.005770995057827688, 0.0, 0.0, 0.07486041138417314, 0.9971890633860161, 0.0031449436739491047, 0.0, 0.0, 0.03141200318761853, 0.999060749483675, 0.029848030033129507, 0.0]"
beach (12),Image0.jpg,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.007306088709046039, 0.9231670917903174, 0.38432659434342187, 0.0014809639275093324, 0.00013164123800082954, 0.0013973313708162682, 0.011777507268308547, 0.91611706254278, 0.40073467527337975, 0.000765205274494623, 0.005431140800011111, 0.004942080727972196, 0.006692400985795682, 0.012664081865428754, 0.9998704472816665, 0.9101360826136412, 0.39015905384591465, 0.1336405167791438, 0.037334729208502816, 0.013211892244758452, 0.798255427735561, 0.5398552571256835, 0.25835809959545064, 0.06399001294327966, 0.022381779675098475, 0.9717133093595445, 0.1967970546806768, 0.10701975347728147, 0.07037525749162679, 0.025263791900306358, 0.0, 0.0, 0.528323400314687, 0.849043217203887, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0036695177993622107, 0.055867697348429314, 0.994951349366605, 0.08328952028319808, 5.6891748827321095e-05, 2.5787224836088687e-05, 0.012893612418044343, 0.018541014657147765, 0.9997449196703223, 0.00028365947319697554, 0.01515172467067157, 0.006194912982898086, 0.004697809012031049, 0.006607907181757959, 0.9998331433023224, 0.338564779244325, 0.37907919222864356, 0.8610210861918574, 0.017762476628592858, 0.00019957838908531302, 0.20847819659536748, 0.3643019080373467, 0.2256800602709764, 0.8791411011188026, 0.0006293364759369113, 0.4351765677169476, 0.12823785074809332, 0.09709496119924702, 0.10801145026068125, 0.8792511038764228, 0.034776876683387505, 0.3593057259245454, 0.8179205997051127, 0.44799091145246794, 0.0, 0.0, 0.03424247450902477, 0.28494919685996967, 0.4590758225547978, 0.840762033689672, 0.0, 0.0014623098495725503, 0.22981353741177027, 0.4398089281780178, 0.8681887504264818, 0.10773486704825096, 0.26484640695228506, 0.7291953989580772, 0.6215906988857202, 0.01219230674206948, 0.0038214056885130313, 0.07630743780114968, 0.19650070303564376, 0.4818993699830117, 0.8504840049708529, 0.004031200211941515, 0.021730088761513312, 0.18996551093987254, 0.4451980729302268, 0.8747704459913088, 0.17175333660649136, 0.21368372864187893, 0.7028380376508593, 0.48154434603140406, 0.44606478353992224, 0.027572730908227684, 0.1741641317683484, 0.1933999109688915, 0.545592698995088, 0.7961354664604009, 0.03361420338487215, 0.07452846104019632, 0.22099641038513798, 0.6209714769243238, 0.7475764879054773]"
beach (2),Image0.jpg,"[0.9842096399640194, 0.1498639370768285, 0.08081617717656596, 0.046084994483085166, 0.01473444114268882, 0.7228515228315776, 0.6634087856082979, 0.18602465423042921, 0.050518138934936105, 0.014737868733044569, 0.32501373884655366, 0.12133498336340545, 0.04760208103074309, 0.9345962220851924, 0.06251267806464852, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6968163434982408, 0.7172495963287407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19246931395960634, 0.9813029925481317, 0.0, 0.9987310084225978, 0.019003224774733606, 0.044941148264999425, 0.01247170621708118, 0.0, 0.7155942180446137, 0.692177976226637, 0.040508948611458685, 0.08469704487353236, 0.0, 0.0, 0.0, 0.1745990219485634, 0.9809916278473892, 0.08467944040872431, 0.6803429991833752, 0.6005347651024138, 0.3229816543647314, 0.2295103295294892, 0.13963974702299245, 0.42305929875366843, 0.6134816480247788, 0.5745650634548503, 0.32538729706251807, 0.09305477979302326, 0.8569601541847021, 0.38953150353909416, 0.1871453786830403, 0.19510901181848883, 0.20197421279732375, 0.9475528435124569, 0.2374128696627273, 0.16056466659285704, 0.13316793878542563, 0.04758178213909048, 0.472516666881328, 0.5873256540921031, 0.5503037296766589, 0.346426760873603, 0.0945033333762656, 0.5901507684518178, 0.40345427870030437, 0.21433178936444927, 0.5859843778613179, 0.3156436415714146, 0.6498827488932329, 0.5916627264167125, 0.4494455217923219, 0.15932428889091022, 0.014217059131576247, 0.07404967375621856, 0.06268464151216802, 0.7816704010899396, 0.6148128515691561, 0.03979727553972022, 0.06433201499800442, 0.04345660104031865, 0.25801849197116294, 0.8893576164307455, 0.36938110884270847, 0.0, 0.023442396635934268, 0.11513884606220777, 0.15653779957709577, 0.9806576453946544, 0.0, 0.022478184209715823, 0.12061747300161944, 0.9921685123082298, 0.02340511964104431, 0.0, 0.08340090462123731, 0.9961790220098409, 0.01674156666869936, 0.019782951280179744, 0.003061931220071226, 0.4508446791617778, 0.46674696711117997, 0.6336716045924823, 0.4211143147346346, 0.0, 0.0030147118242416114, 0.648646884850405, 0.7568415425426317, 0.0802434406551224, 0.0009516662574460057, 0.12669440788644082, 0.9887812414863999, 0.05129788116749276, 0.06023126442287301, 0.09896947075525721, 0.707157610650962, 0.35913472621368786, 0.5334671771947547, 0.27670955321442425, 0.0, 0.0002580096821675106, 0.3590757605251269, 0.9106636024732406, 0.20434366827666842, 0.0, 0.012784253948728222, 0.9845427027650431, 0.10221197210463777, 0.14165077494161246]"
beach (3),Image0.jpg,"[0.9453211545076279, 0.2984823504786785, 0.11277935825577698, 0.04998299849314609, 0.04537309231403966, 0.43079548195474593, 0.7897759680144256, 0.3845882017012099, 0.17575775311160943, 0.10895090824606757, 0.9758297741351915, 0.19390029584191923, 0.05775824733678305, 0.03904122689547191, 0.07279213316531383, 0.8832839566522885, 0.20789595110690026, 0.25473278392740106, 0.3237831567291871, 0.08285168462447806, 0.2683199648040022, 0.6603820934713157, 0.24963636535902795, 0.13714348911965407, 0.6409159348872849, 0.8054164604873343, 0.18134009834373102, 0.1044209571031437, 0.07876691949385284, 0.548919055981711, 0.9055000725104267, 0.10924034805026826, 0.1712570039746393, 0.36502857373047226, 0.07457441914889965, 0.27426021451777755, 0.6748863812800137, 0.20682385263929437, 0.09951496953738108, 0.6454691099602243, 0.8116048923381989, 0.13933940553645432, 0.08787811531126158, 0.0831426708524287, 0.554298441212235, 0.9131523651721318, 0.37444780310038445, 0.1421234070472107, 0.07492746019528948, 0.011331972988564266, 0.0029884608064466656, 0.1650549891560543, 0.4273498953218732, 0.5302448997038368, 0.7134145589789679, 0.6320900888692612, 0.15346323405813586, 0.11895696683902239, 0.10159449778200332, 0.7432623718489653, 0.5825942814926273, 0.7201134029178171, 0.1922346939851592, 0.2635985991212046, 0.18863242319384446, 0.0006181070866418983, 0.01922638358975589, 0.11353651223053816, 0.19359764592662826, 0.9742994283072743, 0.08987262878984152, 0.09019280203098809, 0.05769521805461148, 0.05423734705022855, 0.9886949686606007, 0.8717770004941248, 0.1544281940833167, 0.0157642259569689, 0.46401157325282, 0.024526380675769573, 0.0, 2.7078061269234126e-05, 0.004305411741808226, 0.08218191595212557, 0.996608045014162, 0.0, 0.0, 0.0013085189946132221, 0.005259239805272374, 0.9999853139795161, 0.1264751919321329, 0.19009032578456395, 0.24893904382164223, 0.737944991135359, 0.5842398791491812, 0.15871192182469093, 0.16109458620571215, 0.16802196227645902, 0.8678193156652825, 0.40928879256208867, 0.28478025732409024, 0.19113447668413727, 0.3154730158815694, 0.727221175574408, 0.5039781293943905, 0.029590893025548286, 0.17235240264502405, 0.3674463690676253, 0.4001261752834351, 0.8211584731734224, 0.003293320098348547, 0.025819629571052608, 0.053252985990296, 0.2754862262268559, 0.9594758774528657, 0.02361716789223319, 0.030567011568853893, 0.02816839295479896, 0.16209126557286607, 0.9856169897317265, 0.13939287567306938, 0.44555663411366225, 0.5347394706564176, 0.2750059518592179, 0.6484399254927138, 0.0031741166854760785, 0.0032864747982362936, 0.017078433139552707, 0.10581325269193263, 0.994228850286954, 0.001289844357812875, 0.004159089970090495, 0.007554802667189698, 0.040801199073672585, 0.9991292335743978]"
beach (4),Image0.jpg,"[0.0009004736303339885, 0.9743724995967311, 0.22493831285743032, 0.00042022102748919465, 0.0, 0.0, 0.0, 0.9841456348495421, 0.1773622547403813, 0.0, 0.0, 0.0, 0.00013976195550429243, 0.5902846190723791, 0.8071951740150409, 0.0021382633992598076, 0.9677780145049889, 0.251795788572837, 0.0001527330999471291, 0.0, 2.8337661978501854e-05, 0.01314867515802486, 0.9915914679517369, 0.1287379983683339, 0.0, 0.002850635140767714, 0.013639747888736658, 0.038357280438431396, 0.5631989022418036, 0.8253129992359388, 0.11349946817886272, 0.8206676464472332, 0.5574462980719348, 0.05361844767169026, 0.0010824199962561841, 0.06301628254231714, 0.33990358245506513, 0.8848302798397403, 0.31235898119133315, 0.0013211800024755182, 0.3583593337257712, 0.3221517684515526, 0.2668847956502892, 0.53897243792356, 0.6372425307719158, 0.0003880016603984389, 0.019364810141703905, 0.822069699749638, 0.5690573442916377, 3.52728782180399e-05, 0.0, 0.008132781681348698, 0.023232819006910134, 0.9996846323408144, 0.004972911091780096, 0.010916230612016119, 0.017929908780236477, 0.03105667609118586, 0.03296701644828868, 0.9987532292698849, 0.18048031212753626, 0.6073349081326523, 0.6974840504232851, 0.3347941644786395, 0.0001820275462708384, 0.08337207447498637, 0.5404377098906006, 0.4887003568929368, 0.6798099721722516, 0.0025577008854005506, 0.49423089908162615, 0.48521267479079166, 0.3571860978048377, 0.22609976614877914, 0.5844668218964642, 0.009062909390144161, 0.06814246097945213, 0.8050821308039778, 0.5872689444567474, 0.04724847322225784, 0.0018697218625764876, 0.03977408325844528, 0.03538306979330353, 0.9968167148254374, 0.05932117545810856, 0.0007939903203831851, 0.03165009690906766, 0.02915861004165835, 0.03509984795624977, 0.9984565173701377, 0.8512966105287223, 0.28500180842369266, 0.07759664622062078, 0.4336428614867724, 0.0008241810538568325, 0.0, 0.001967665263018014, 0.30261334734690837, 0.9472951230905517, 0.10513439051884181, 0.0002989633085127624, 0.006411102060329237, 0.03936350228751371, 0.9378146806591453, 0.3448375672967762, 0.6598292671862842, 0.5373698766414046, 0.264767968018737, 0.4535515182778763, 0.006920781883227105, 0.024971344629055196, 0.18831286871941472, 0.31084756134278163, 0.9286599444671197, 0.06985124602792117, 0.1908545213187375, 0.18031523802168856, 0.08533419701804162, 0.8962640513498495, 0.3471163950415159, 0.12863496254958703, 0.28365550159851505, 0.2726791017747892, 0.9049197316213975, 0.09878759841353255, 0.0074346546571970075, 0.11761317083988461, 0.3905493072757459, 0.9062230859728744, 0.11109826727429961, 0.3274369030027211, 0.5731609713266621, 0.21160164029195522, 0.5419131316156236, 0.475212035946235]"
beach (5),Image0.jpg,"[0.0, 0.04172518626167941, 0.1848314648825429, 0.9815294555225237, 0.0263868596551301, 0.0, 0.0, 0.03119812995327069, 0.9977689634488481, 0.05902348910078239, 0.0, 0.0, 0.00015283878464114544, 0.9998203828608263, 0.01895200929550203, 0.0, 0.001459835839111327, 0.16859323654127154, 0.9313040538486796, 0.3228729607088174, 0.0, 0.0, 0.012703458988603209, 0.889819559156252, 0.45613569721377667, 0.0, 0.0, 0.0, 0.9831642836371475, 0.18272381174946717, 0.0, 0.5985073419255701, 0.2924553481807255, 0.7429292115269484, 0.06568879388165068, 0.0, 0.0, 0.5344642766600708, 0.8301277969131977, 0.15885772806592713, 0.0, 0.0, 0.0005609316092257328, 0.9998095996622117, 0.019505121866258433, 0.2942683733014111, 0.2263273763833185, 0.8723658231485566, 0.3180562790233629, 0.0003422720247762851, 0.2588329058654527, 0.1972493084207313, 0.11790266841661608, 0.9381840666071304, 0.002802697546684738, 0.33506401691241433, 0.24874843376327863, 0.16761425293753077, 0.893175067174477, 0.00028785568463265835, 0.09324758154394959, 0.1256377504123431, 0.17198381197644314, 0.9722605244675548, 0.02551637097349328, 0.08716865132539699, 0.11999840312327378, 0.08776797742312699, 0.9835940140578887, 0.053306726803651866, 0.11709064761225366, 0.10815971612043111, 0.16021136645635872, 0.9741191955794389, 0.003920065349464096, 0.10590339400146996, 0.25644089897948763, 0.7872973243985247, 0.5498680506171794, 0.028819895470820263, 0.09606749667664351, 0.08315724020626454, 0.3684359368590798, 0.9194760600889021, 0.051716968566635754, 0.11275385462945821, 0.06591031878859274, 0.3580968735959911, 0.9245010956343308, 0.0025983523786730065, 0.031470442282011374, 0.0780319738454551, 0.4991837874019161, 0.8624005411316099, 0.0012146486494811408, 0.044652251810226806, 0.2754247518674768, 0.9222973567057414, 0.2674228267755342, 0.0, 0.3699091394162629, 0.9259391051003895, 0.0761839946813353, 3.430166352153773e-05, 0.0, 0.09771811535861843, 0.11724259678188793, 0.07570521963630479, 0.9853801596740607, 6.380549484728595e-05, 0.15072389713328677, 0.1320772319379527, 0.4246191562604861, 0.882913633246874, 0.0, 0.1948293921005446, 0.7680705810113225, 0.609981347720907, 0.005643225252253975, 0.0, 0.023961891254889157, 0.2156570212940024, 0.8825832339587698, 0.41575845416679813, 0.033310957023190174, 0.022415273391530714, 0.10993672722482564, 0.9634152428750784, 0.2425604281247157, 0.020173746052377643, 0.03904636000083259, 0.4187060460999216, 0.9028519063145163, 0.0895492193148157, 3.62547446618687e-05]"
beach (6),Image0.jpg,"[0.0, 0.1100801198401023, 0.8438859573365182, 0.5251084252097054, 0.0, 0.0, 0.0, 0.14083631379543965, 0.9900248126293043, 0.004000386834237911, 0.0, 0.0, 0.0, 0.49777720283615257, 0.8673049384943083, 0.0, 0.033370508178871716, 0.7999501406874373, 0.5988937347324328, 0.017101932530322963, 0.0, 0.0, 0.06402103316604527, 0.9975908121687419, 0.026718510229093263, 0.0, 0.0, 0.0, 0.03825879558200365, 0.9992678642689428, 0.0, 0.0, 2.8113438716692942e-05, 0.9910549416408596, 0.1334544935881414, 0.0, 0.0, 0.0, 0.9472409908094689, 0.3205222384333041, 0.0, 0.0, 0.0, 0.009208641953793147, 0.9999575995577846, 0.13380368059685457, 0.40073481025115915, 0.5399483431632505, 0.727985793220353, 0.0008114778472855062, 0.053787092391616644, 0.17513109587270376, 0.4946231942229071, 0.8484792682677544, 0.04320734899326562, 0.0480708691107692, 0.1558011204215109, 0.1671165035725848, 0.9396450242902142, 0.25010898620132355, 0.02872275019190211, 0.45874703861886773, 0.4737103875212359, 0.7511773141504938, 0.00756767070924367, 0.034062673901039585, 0.3326399270057161, 0.4216605018903088, 0.8366725224361814, 0.10184264604886233, 0.0449039556300037, 0.2802252105019453, 0.28380998006904645, 0.5327156248794767, 0.7450660537095991, 0.012335610987108338, 0.2463482181064816, 0.5898848729409021, 0.7688927884456283, 0.00032355700949792364, 0.028215333628681658, 0.32316121524714625, 0.3589883126089892, 0.8751137163166957, 0.008608067886716437, 0.13409946083752014, 0.363642526516586, 0.23026068676810008, 0.8094765884305534, 0.37617697487171636, 0.011755448495896171, 0.2582575414423765, 0.5264186456586929, 0.8099584530442981, 0.0039453217554720026, 0.045970512607695975, 0.7683694777395513, 0.6383500295018035, 0.0020730373565179356, 0.0, 0.8838696269535832, 0.46568950631972755, 0.04367798361443069, 0.0, 0.0, 0.00887602794887132, 0.08417487759630736, 0.24767720793123588, 0.9651288397394509, 0.004257873185805431, 0.030236274557671517, 0.920022643068705, 0.3906862631457356, 0.0028892440132886115, 0.0, 0.8630339770713713, 0.5038487584154528, 0.03617465668010667, 0.000421043530709292, 0.0, 0.021985243424880563, 0.0994196637189752, 0.4206360349148067, 0.899899385629295, 0.05365446312024423, 0.05290448747094557, 0.9103980552291883, 0.407165450616444, 0.050913458372576645, 0.0007821900029306468, 0.9208079573066392, 0.3871914662654214, 0.032191517647799456, 0.03404673851544211, 0.0]"
beach (7),Image0.jpg,"[0.6761902675583453, 0.48821203011334363, 0.5486573290797576, 0.05823118545116072, 0.0, 0.29259293988053814, 0.33730217637819204, 0.14493974707736174, 0.8828717485423743, 0.01210614246901927, 0.45057987526526644, 0.12936162284043717, 0.03200778325937352, 0.026267670109533375, 0.8823428233174807, 0.0, 0.06445173928000354, 0.7086002039788369, 0.7026604615494835, 0.0, 0.0, 0.0, 0.0, 0.8585317406756289, 0.5127604218857716, 0.0, 0.0, 0.0, 0.0, 1.0, 0.002947799904819909, 0.06858074236394271, 0.9194649606732846, 0.3844925514407269, 0.04514040577139885, 0.0, 0.007516981928337858, 0.10421415796819039, 0.9758322029268215, 0.19192294285117936, 0.021350616623693936, 0.06293693516488369, 0.016166263239872695, 0.016946703534211377, 0.9975141876354551, 0.3170087742698453, 0.5064663079198586, 0.6582945261985852, 0.45786379864675164, 0.0025248056765250354, 0.024052687005535568, 0.02929229463795927, 0.26305305719947647, 0.5259410873869081, 0.8079309942185301, 0.0253037392528887, 0.03162967406611088, 0.2795837261200872, 0.9284438969620189, 0.24121391912798365, 0.00047325001478171484, 0.18772250586341357, 0.8088237127631825, 0.5567786423906875, 0.023701938240317553, 0.0, 8.932775853378948e-05, 0.0404952505353179, 0.16498837001190916, 0.9854638321447655, 0.0, 0.0, 0.025549747586180675, 0.7425956875786549, 0.6692524599789436, 0.00012911332195406146, 0.5005723492158963, 0.46622820557611594, 0.728973815752631, 0.025607475520888857, 0.0, 7.145990535460268e-05, 0.09982948778037995, 0.4338688153604702, 0.8954283440458489, 0.0, 0.0, 0.00115302206350575, 0.5865038896365915, 0.8099455895189936, 0.0, 0.0, 0.0, 0.3310259884962583, 0.9436216375963806, 0.0, 0.0, 0.0, 0.7333456571159719, 0.6798559753279687, 0.0, 0.0, 0.0, 0.9999999746761066, 0.00022505063069403012, 0.0, 0.0, 0.0, 0.011607422116472891, 0.9999326316066548, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9807476763315235, 0.19527927532208103, 0.0, 0.06996349716919223, 0.25782538756335577, 0.4962210539199371, 0.8260725417529919, 0.0, 0.00036726530022987474, 0.3029938726896466, 0.5522853970345694, 0.7766436882194417, 0.0, 0.0005288280541975929, 0.1379536117383454, 0.9293976776504629, 0.34232802708390847]"
